customer_id,usage_month,active_days,logins,features_used,support_tickets,engagement_score
5404,2025-12-01,15,58,4,2,84.6
5405,2024-04-01,7,29,15,3,100.3
5405,2024-05-01,5,23,8,3,57.1
5405,2024-06-01,18,73,5,5,97.1
5405,2024-07-01,2,11,7,6,28.7
5405,2024-08-01,19,92,13,6,149.4
5405,2024-09-01,5,14,9,6,46.8
5405,2024-10-01,30,93,10,3,166.1
5405,2024-11-01,8,44,14,4,104.8
5405,2024-12-01,28,151,13,5,211.7
5405,2025-01-01,12,36,16,6,111.2
5405,2025-02-01,19,96,13,7,149.2
5405,2025-03-01,30,152,15,4,229.4
5405,2025-04-01,30,185,9,8,210.5
5405,2025-05-01,18,51,12,4,119.7
5405,2025-06-01,19,62,10,2,125.4
5405,2025-07-01,10,38,12,10,76.6
5405,2025-08-01,14,52,11,3,110.4
5405,2025-09-01,30,246,24,2,346.2
5405,2025-10-01,8,41,12,6,86.7
5405,2025-11-01,30,207,10,4,242.9
5405,2025-12-01,3,11,9,9,31.7
5406,2025-11-01,10,30,5,3,57.0
5406,2025-12-01,30,104,8,0,172.8
5407,2024-08-01,30,140,12,4,206.0
5407,2024-09-01,30,163,10,3,215.1
5407,2024-10-01,16,40,10,2,104.0
5407,2024-11-01,13,41,13,3,110.7
5407,2024-12-01,8,23,12,1,89.1
5407,2025-01-01,8,26,10,3,75.2
5407,2025-02-01,29,118,8,4,168.6
5407,2025-03-01,20,68,11,6,124.6
5407,2025-04-01,7,37,11,3,85.9
5407,2025-05-01,17,57,15,6,130.9
5407,2025-06-01,20,54,6,3,98.8
5407,2025-07-01,18,86,17,4,169.2
5407,2025-08-01,12,57,12,5,108.9
5407,2025-09-01,30,107,13,5,184.9
5407,2025-10-01,30,78,10,3,155.6
5407,2025-11-01,9,37,5,5,53.9
5407,2025-12-01,6,27,14,4,88.9
5408,2025-07-01,3,15,6,6,28.5
5408,2025-08-01,11,42,9,0,96.4
5408,2025-09-01,7,25,5,4,44.5
5408,2025-10-01,7,21,11,3,74.7
5408,2025-11-01,21,94,15,1,179.8
5408,2025-12-01,5,24,9,1,68.8
5409,2025-07-01,24,68,12,2,149.6
5409,2025-08-01,16,70,8,6,103.0
5409,2025-09-01,14,60,9,6,97.0
5409,2025-10-01,30,177,10,6,215.9
5409,2025-11-01,9,39,9,1,87.3
5409,2025-12-01,16,54,8,3,100.8
5410,2025-11-01,12,55,6,4,80.5
5410,2025-12-01,2,8,10,0,59.6
5411,2025-04-01,30,105,9,2,172.5
5411,2025-05-01,14,53,5,3,81.1
5411,2025-06-01,23,61,9,3,124.7
5411,2025-07-01,4,19,11,2,70.3
5411,2025-08-01,25,72,3,2,109.4
5411,2025-09-01,19,94,7,1,135.8
5411,2025-10-01,29,84,11,5,156.8
5411,2025-11-01,2,9,7,1,42.3
5411,2025-12-01,10,30,2,2,45.0
5412,2025-01-01,30,89,6,1,149.3
5412,2025-02-01,11,28,8,2,75.6
5412,2025-03-01,16,62,9,3,111.4
5412,2025-04-01,21,94,7,2,136.8
5412,2025-05-01,18,84,11,6,131.8
5412,2025-06-01,11,52,7,5,78.4
5412,2025-07-01,17,90,10,6,129.0
5412,2025-08-01,10,28,5,2,58.6
5412,2025-09-01,15,64,9,7,98.8
5412,2025-10-01,10,39,9,1,89.3
5412,2025-11-01,21,80,8,5,123.0
5412,2025-12-01,4,15,5,5,28.5
5413,2024-10-01,8,22,10,2,75.4
5413,2024-11-01,13,61,9,1,110.7
5413,2024-12-01,30,373,6,4,339.1
5413,2025-01-01,11,38,10,2,92.6
5413,2025-02-01,23,85,5,6,112.5
5413,2025-03-01,30,173,12,5,226.1
5413,2025-04-01,21,52,15,4,141.4
5413,2025-05-01,16,67,17,2,157.9
5413,2025-06-01,16,51,12,2,121.7
5413,2025-07-01,18,83,13,3,150.1
5413,2025-08-01,30,163,11,6,211.1
5413,2025-09-01,20,54,7,4,100.8
5413,2025-10-01,21,98,11,5,150.6
5413,2025-11-01,21,94,7,6,124.8
5413,2025-12-01,14,39,3,6,52.3
5414,2024-11-01,23,98,4,1,131.6
5414,2024-12-01,17,78,9,1,130.6
5414,2025-01-01,27,93,6,2,143.1
5414,2025-02-01,23,56,5,1,107.2
5414,2025-03-01,12,52,7,3,86.4
5414,2025-04-01,10,39,7,2,76.3
5414,2025-05-01,17,89,2,2,100.3
5414,2025-06-01,13,46,4,3,69.2
5414,2025-07-01,30,118,7,0,177.6
5414,2025-08-01,16,53,8,1,106.1
5414,2025-09-01,10,41,6,3,69.7
5414,2025-10-01,5,18,6,2,46.6
5414,2025-11-01,5,27,10,1,75.9
5414,2025-12-01,11,36,3,2,56.2
5415,2025-07-01,9,28,13,10,72.6
5415,2025-08-01,9,29,6,4,56.3
5415,2025-09-01,30,89,4,2,136.3
5415,2025-10-01,3,10,12,7,52.0
5415,2025-11-01,30,134,11,7,187.8
5415,2025-12-01,30,235,9,2,263.5
5416,2025-02-01,3,17,4,4,25.9
5416,2025-03-01,4,19,9,2,60.3
5416,2025-04-01,18,46,12,2,122.2
5416,2025-05-01,28,90,7,2,148.0
5416,2025-06-01,29,92,9,4,155.4
5416,2025-07-01,27,119,12,3,188.3
5416,2025-08-01,18,72,4,4,94.4
5416,2025-09-01,12,30,8,4,73.0
5416,2025-10-01,6,24,7,3,54.8
5416,2025-11-01,10,37,16,4,113.9
5416,2025-12-01,20,67,10,4,124.9
5417,2024-02-01,3,15,10,2,60.5
5417,2024-03-01,2,8,11,1,61.6
5417,2024-04-01,7,18,7,1,58.6
5417,2024-05-01,6,24,8,3,59.8
5417,2024-06-01,26,122,8,3,168.4
5417,2024-07-01,12,41,4,4,60.7
5417,2024-08-01,7,19,10,4,65.3
5417,2024-09-01,24,100,12,4,166.0
5417,2024-10-01,5,17,9,3,57.9
5417,2024-11-01,19,88,9,4,132.6
5417,2024-12-01,23,71,6,1,122.7
5417,2025-01-01,13,33,8,4,77.1
5417,2025-02-01,10,38,3,3,52.6
5417,2025-03-01,12,31,11,2,94.7
5417,2025-04-01,11,27,10,2,84.9
5417,2025-05-01,16,63,5,1,98.1
5417,2025-06-01,12,65,7,2,98.5
5417,2025-07-01,8,29,7,4,59.3
5417,2025-08-01,11,48,10,4,93.6
5417,2025-09-01,30,156,11,1,221.2
5417,2025-10-01,5,14,6,5,34.8
5417,2025-11-01,30,170,9,1,221.0
5417,2025-12-01,12,64,13,1,130.8
5418,2024-09-01,27,128,8,4,171.6
5418,2024-10-01,15,43,7,2,89.1
5418,2024-11-01,14,56,2,3,68.2
5418,2024-12-01,11,33,8,3,76.1
5418,2025-01-01,10,31,4,6,43.7
5418,2025-02-01,30,100,7,5,150.0
5418,2025-03-01,22,67,8,0,130.9
5418,2025-04-01,30,160,5,2,191.0
5418,2025-05-01,16,51,10,2,111.7
5418,2025-06-01,10,35,8,2,78.5
5418,2025-07-01,10,42,16,2,123.4
5418,2025-08-01,14,66,11,4,117.2
5418,2025-09-01,4,16,13,2,78.2
5418,2025-10-01,2,7,8,2,42.9
5418,2025-11-01,4,18,12,3,71.6
5418,2025-12-01,7,31,7,2,64.7
5419,2025-10-01,14,52,3,1,76.4
5419,2025-11-01,9,32,6,1,67.4
5419,2025-12-01,13,56,5,0,90.2
5420,2024-06-01,6,22,4,0,47.4
5420,2024-07-01,6,22,9,1,69.4
5420,2024-08-01,30,233,7,1,255.1
5420,2024-09-01,16,46,6,0,94.2
5420,2024-10-01,14,39,4,3,66.3
5420,2024-11-01,27,84,8,3,143.8
5420,2024-12-01,7,27,8,2,66.9
5420,2025-01-01,30,177,9,1,225.9
5420,2025-02-01,4,13,9,2,56.1
5420,2025-03-01,16,66,5,2,97.2
5420,2025-04-01,14,37,5,2,72.9
5420,2025-05-01,8,27,4,4,42.9
5420,2025-06-01,11,29,6,2,66.3
5420,2025-07-01,17,89,5,1,118.3
5420,2025-08-01,8,43,5,1,68.1
5420,2025-09-01,6,23,8,3,59.1
5420,2025-10-01,1,3,8,2,38.1
5420,2025-11-01,19,89,8,1,137.3
5420,2025-12-01,1,8,8,1,44.6
5421,2024-12-01,12,38,11,2,99.6
5421,2025-01-01,8,42,9,2,84.4
5421,2025-02-01,21,52,5,1,100.4
5421,2025-03-01,8,37,10,6,73.9
5421,2025-04-01,19,100,8,5,133.0
5421,2025-05-01,8,43,10,3,87.1
5421,2025-06-01,30,174,10,5,216.8
5421,2025-07-01,30,104,10,3,173.8
5421,2025-08-01,16,83,5,7,94.1
5421,2025-09-01,28,89,5,3,134.3
5421,2025-10-01,4,19,16,4,89.3
5421,2025-11-01,30,156,12,5,214.2
5421,2025-12-01,30,179,14,3,246.3
5422,2025-09-01,24,62,0,3,82.4
5422,2025-10-01,30,154,8,0,207.8
5422,2025-11-01,8,34,5,2,58.8
5423,2024-07-01,30,106,4,3,145.2
5423,2024-08-01,3,11,6,2,37.7
5423,2024-09-01,8,32,11,4,81.4
5423,2024-10-01,18,87,8,3,127.9
5423,2024-11-01,13,57,8,7,84.9
5423,2024-12-01,27,129,9,4,177.3
5423,2025-01-01,8,22,8,1,68.4
5423,2025-02-01,28,144,10,1,203.8
5423,2025-03-01,29,118,5,5,150.6
5423,2025-04-01,7,33,13,3,93.1
5423,2025-05-01,24,127,6,2,160.9
5423,2025-06-01,13,69,11,3,120.3
5423,2025-07-01,6,22,4,4,35.4
5423,2025-08-01,23,101,6,0,146.7
5423,2025-09-01,3,14,2,2,19.8
5423,2025-10-01,18,52,9,3,108.4
5423,2025-11-01,6,18,8,3,55.6
5423,2025-12-01,8,32,9,2,77.4
5424,2025-05-01,11,47,5,3,70.9
5424,2025-06-01,20,76,7,1,125.2
5424,2025-07-01,17,74,5,3,101.8
5424,2025-08-01,27,76,5,0,132.2
5424,2025-09-01,10,37,4,2,59.9
5424,2025-10-01,8,27,8,4,62.9
5424,2025-11-01,6,22,5,1,49.4
5424,2025-12-01,4,25,9,4,58.5
5425,2025-07-01,11,52,12,3,109.4
5425,2025-08-01,20,66,5,4,99.2
5425,2025-09-01,24,129,5,5,148.3
5425,2025-10-01,14,64,9,2,111.8
5425,2025-11-01,22,65,6,1,116.5
5425,2025-12-01,14,36,6,3,74.2
5426,2024-08-01,4,14,6,3,38.8
5426,2024-09-01,30,114,6,4,157.8
5426,2024-10-01,20,83,5,4,111.1
5426,2024-11-01,29,99,5,3,143.3
5426,2024-12-01,7,22,4,2,43.4
5426,2025-01-01,12,49,6,2,82.3
5426,2025-02-01,1,7,7,1,38.9
5426,2025-03-01,10,50,8,2,89.0
5426,2025-04-01,8,41,4,1,61.7
5426,2025-05-01,9,40,7,1,78.0
5426,2025-06-01,5,26,3,1,40.2
5426,2025-07-01,24,129,8,0,178.3
5426,2025-08-01,10,38,9,4,79.6
5426,2025-09-01,15,68,6,2,101.6
5426,2025-10-01,21,84,6,2,124.8
5426,2025-11-01,30,171,5,0,204.7
5426,2025-12-01,7,21,8,3,59.7
5427,2025-10-01,13,51,9,4,94.7
5427,2025-11-01,10,29,9,5,70.3
5427,2025-12-01,9,22,13,4,86.4
5428,2024-11-01,30,136,4,3,166.2
5428,2024-12-01,30,163,6,2,198.1
5428,2025-01-01,30,137,7,3,181.9
5428,2025-02-01,6,35,6,0,66.5
5428,2025-03-01,29,129,3,0,163.3
5428,2025-04-01,10,57,3,2,68.9
5428,2025-05-01,11,56,5,1,83.2
5428,2025-06-01,9,42,7,4,70.4
5428,2025-07-01,27,73,10,4,143.1
5428,2025-08-01,0,3,5,0,27.1
5428,2025-09-01,26,115,7,2,161.5
5428,2025-10-01,6,33,7,5,55.1
5428,2025-11-01,18,59,6,2,101.3
5428,2025-12-01,18,83,13,3,150.1
5429,2024-08-01,30,132,2,0,162.4
5429,2024-09-01,1,4,4,1,21.8
5429,2024-10-01,30,164,6,3,195.8
5429,2024-11-01,26,80,5,1,130.0
5429,2024-12-01,9,42,9,4,80.4
5429,2025-01-01,10,33,4,2,57.1
5429,2025-02-01,16,67,5,4,91.9
5429,2025-03-01,5,20,12,4,72.0
5429,2025-04-01,3,13,6,2,39.1
5429,2025-05-01,9,25,8,5,60.5
5429,2025-06-01,6,24,9,0,73.8
5429,2025-07-01,9,32,4,2,54.4
5429,2025-08-01,6,21,4,3,37.7
5429,2025-09-01,22,60,6,2,110.0
5429,2025-10-01,0,2,8,6,23.4
5429,2025-11-01,14,43,4,4,66.1
5430,2024-06-01,30,177,7,0,218.9
5430,2024-07-01,12,48,7,5,77.6
5430,2024-08-01,0,2,10,2,45.4
5430,2024-09-01,20,68,3,0,102.6
5430,2024-10-01,18,99,5,2,124.3
5430,2024-11-01,22,120,3,1,140.0
5430,2024-12-01,0,2,6,1,28.4
5430,2025-01-01,3,9,7,2,41.3
5430,2025-02-01,10,30,8,0,81.0
5430,2025-03-01,28,75,8,1,145.5
5430,2025-04-01,3,9,5,3,28.3
5430,2025-05-01,21,97,9,1,151.9
5430,2025-06-01,2,7,12,2,62.9
5430,2025-07-01,21,95,8,2,142.5
5430,2025-08-01,21,64,9,3,122.8
5430,2025-09-01,20,64,5,2,103.8
5430,2025-10-01,5,16,10,2,65.2
5430,2025-11-01,10,26,3,2,47.2
5430,2025-12-01,9,37,7,1,75.9
5431,2024-07-01,13,62,3,3,75.4
5431,2024-08-01,30,207,13,2,263.9
5431,2024-09-01,7,22,6,3,50.4
5431,2024-10-01,6,23,11,2,77.1
5431,2024-11-01,17,47,8,2,100.9
5431,2024-12-01,3,14,10,3,56.8
5431,2025-01-01,30,120,6,6,156.0
5431,2025-02-01,13,60,11,2,117.0
5431,2025-03-01,19,99,6,1,134.3
5431,2025-04-01,4,14,10,2,61.8
5431,2025-05-01,21,98,12,4,158.6
5431,2025-06-01,19,95,13,5,154.5
5431,2025-07-01,11,48,4,3,66.6
5431,2025-08-01,30,173,10,8,207.1
5431,2025-09-01,14,60,5,5,80.0
5431,2025-10-01,9,36,8,6,65.2
5431,2025-11-01,16,63,15,4,139.1
5431,2025-12-01,15,65,8,1,112.5
5432,2025-02-01,4,14,7,1,49.8
5432,2025-03-01,9,44,5,2,67.8
5432,2025-04-01,2,15,5,1,36.5
5432,2025-05-01,16,72,6,1,109.4
5432,2025-06-01,8,25,5,2,52.5
5432,2025-07-01,5,28,5,1,51.6
5432,2025-08-01,12,46,2,0,66.2
5432,2025-09-01,7,31,11,1,87.7
5432,2025-10-01,7,34,12,2,91.8
5432,2025-11-01,23,121,2,1,137.7
5432,2025-12-01,7,26,3,3,38.2
5433,2024-06-01,15,54,22,5,162.8
5433,2024-07-01,23,81,9,5,132.7
5433,2024-08-01,23,61,9,5,118.7
5433,2024-09-01,22,121,12,3,179.7
5433,2024-10-01,1,4,9,7,28.8
5433,2024-11-01,30,77,7,4,136.9
5433,2024-12-01,25,82,13,7,151.4
5433,2025-01-01,16,46,14,6,116.2
5433,2025-02-01,2,11,9,4,44.7
5433,2025-03-01,26,114,9,8,152.8
5433,2025-04-01,10,42,10,3,90.4
5433,2025-05-01,16,54,13,4,122.8
5433,2025-06-01,11,47,9,6,81.9
5433,2025-07-01,6,20,18,9,89.0
5433,2025-08-01,8,33,10,0,89.1
5433,2025-09-01,14,77,6,7,90.9
5433,2025-10-01,28,118,9,3,174.6
5433,2025-11-01,12,36,8,1,86.2
5433,2025-12-01,30,163,14,3,235.1
5434,2024-09-01,19,83,8,1,133.1
5434,2024-10-01,11,48,8,5,80.6
5434,2024-11-01,14,55,11,4,109.5
5434,2024-12-01,5,28,8,5,54.6
5434,2025-01-01,8,45,6,7,56.5
5434,2025-02-01,11,36,5,5,57.2
5434,2025-03-01,5,15,10,8,46.5
5434,2025-04-01,14,54,5,2,84.8
5434,2025-05-01,15,71,4,1,96.7
5434,2025-06-01,29,113,9,1,179.1
5434,2025-07-01,1,4,8,4,32.8
5434,2025-08-01,9,41,11,3,92.7
5434,2025-09-01,30,112,11,3,184.4
5434,2025-10-01,21,72,13,3,148.4
5434,2025-11-01,13,44,6,6,68.8
5434,2025-12-01,5,23,15,3,92.1
5435,2025-06-01,19,77,13,6,138.9
5435,2025-07-01,30,144,12,1,217.8
5435,2025-08-01,12,49,11,2,107.3
5435,2025-09-01,26,123,12,5,183.1
5435,2025-10-01,7,24,9,3,66.8
5435,2025-11-01,7,36,7,4,62.2
5435,2025-12-01,8,29,9,2,75.3
5436,2025-10-01,11,37,3,4,50.9
5436,2025-11-01,7,29,5,3,50.3
5436,2025-12-01,22,111,5,0,146.7
5437,2025-05-01,30,98,10,2,172.6
5437,2025-06-01,4,25,4,0,45.5
5437,2025-07-01,6,30,5,0,58.0
5437,2025-08-01,8,33,4,2,53.1
5437,2025-09-01,2,8,5,1,31.6
5437,2025-10-01,13,44,6,3,77.8
5437,2025-11-01,9,23,2,2,38.1
5437,2025-12-01,8,34,7,1,71.8
5438,2025-01-01,4,16,8,3,50.2
5438,2025-02-01,9,25,6,3,56.5
5438,2025-03-01,5,18,9,2,61.6
5438,2025-04-01,9,35,7,2,71.5
5438,2025-05-01,7,19,12,3,78.3
5438,2025-06-01,4,13,5,3,33.1
5438,2025-07-01,5,22,4,4,33.4
5438,2025-08-01,30,206,7,2,233.2
5438,2025-09-01,17,66,5,2,99.2
5438,2025-10-01,18,93,16,1,178.1
5438,2025-11-01,30,146,6,1,189.2
5438,2025-12-01,11,30,10,2,87.0
5439,2025-05-01,16,50,3,3,73.0
5439,2025-06-01,12,66,4,1,87.2
5439,2025-07-01,8,43,4,0,66.1
5439,2025-08-01,11,35,6,2,70.5
5439,2025-09-01,9,45,10,2,93.5
5439,2025-10-01,6,29,1,2,31.3
5439,2025-11-01,11,49,8,1,93.3
5439,2025-12-01,0,0,1,2,-1.0
5440,2024-10-01,6,18,17,6,91.6
5440,2024-11-01,23,91,17,7,173.7
5440,2024-12-01,11,44,8,4,80.8
5440,2025-01-01,5,28,14,6,81.6
5440,2025-02-01,5,25,8,3,58.5
5440,2025-03-01,30,279,17,5,325.3
5440,2025-04-01,17,50,12,7,108.0
5440,2025-05-01,7,37,11,3,85.9
5440,2025-06-01,17,86,11,10,119.2
5440,2025-07-01,20,99,13,4,162.3
5440,2025-08-01,7,22,14,3,90.4
5440,2025-09-01,20,79,9,4,128.3
5440,2025-10-01,6,18,13,4,77.6
5440,2025-11-01,15,36,12,6,97.2
5440,2025-12-01,29,139,11,7,189.3
5441,2024-07-01,21,60,4,4,92.0
5441,2024-08-01,5,16,6,4,39.2
5441,2024-09-01,14,46,6,1,87.2
5441,2024-10-01,30,188,2,2,195.6
5441,2024-11-01,3,15,9,2,55.5
5441,2024-12-01,20,52,9,3,112.4
5441,2025-01-01,16,69,8,1,117.3
5441,2025-02-01,23,123,8,1,169.1
5441,2025-03-01,5,16,4,2,35.2
5441,2025-04-01,2,6,2,3,9.2
5441,2025-05-01,14,62,7,3,97.4
5441,2025-06-01,30,197,7,5,217.9
5441,2025-07-01,15,59,2,2,75.3
5441,2025-08-01,14,75,5,2,99.5
5441,2025-09-01,23,68,7,3,119.6
5441,2025-10-01,13,47,4,2,72.9
5441,2025-11-01,13,68,8,3,104.6
5441,2025-12-01,6,15,4,2,36.5
5442,2025-07-01,30,85,2,1,126.5
5442,2025-08-01,13,33,6,0,79.1
5442,2025-09-01,22,58,6,1,111.6
5442,2025-10-01,3,16,5,2,36.2
5442,2025-11-01,22,87,3,2,113.9
5442,2025-12-01,7,19,4,3,38.3
5443,2024-04-01,20,99,10,2,153.3
5443,2024-05-01,11,52,4,3,69.4
5443,2024-06-01,14,65,9,1,115.5
5443,2024-07-01,16,89,14,4,152.3
5443,2024-08-01,7,21,7,2,57.7
5443,2024-09-01,27,85,9,0,158.5
5443,2024-10-01,30,87,14,4,178.9
5443,2024-11-01,11,41,7,0,85.7
5443,2024-12-01,12,43,7,1,86.1
5443,2025-01-01,25,100,10,3,161.0
5443,2025-02-01,13,41,10,2,98.7
5443,2025-03-01,6,23,9,3,64.1
5443,2025-04-01,17,74,9,4,118.8
5443,2025-05-01,5,17,6,2,45.9
5443,2025-06-01,30,100,3,7,124.0
5444,2025-10-01,7,23,6,1,57.1
5444,2025-11-01,8,41,5,3,60.7
5444,2025-12-01,7,20,8,3,59.0
5445,2024-11-01,9,45,6,4,67.5
5445,2024-12-01,8,36,10,1,88.2
5445,2025-01-01,23,124,9,4,165.8
5445,2025-02-01,1,5,7,2,34.5
5445,2025-03-01,14,74,6,2,103.8
5445,2025-04-01,7,30,8,1,72.0
5445,2025-05-01,22,56,5,2,102.2
5445,2025-06-01,0,2,3,2,10.4
5445,2025-07-01,30,131,4,6,153.7
5445,2025-08-01,4,25,10,1,72.5
5445,2025-09-01,23,121,10,2,174.7
5445,2025-10-01,30,116,7,3,167.2
5445,2025-11-01,1,4,8,2,38.8
5445,2025-12-01,8,37,9,2,80.9
5446,2025-08-01,24,94,13,6,160.8
5446,2025-09-01,9,34,9,2,80.8
5446,2025-10-01,21,57,13,9,119.9
5446,2025-11-01,17,52,10,9,93.4
5446,2025-12-01,28,96,7,5,143.2
5447,2024-03-01,23,107,6,8,126.9
5447,2024-04-01,5,25,8,4,55.5
5447,2024-05-01,19,105,10,0,161.5
5447,2024-06-01,3,15,9,0,61.5
5447,2024-07-01,30,186,8,1,227.2
5447,2024-08-01,26,137,7,4,170.9
5447,2024-09-01,18,95,10,3,143.5
5447,2024-10-01,5,14,6,1,46.8
5447,2024-11-01,7,31,5,2,54.7
5448,2024-12-01,28,97,5,5,133.9
5448,2025-01-01,5,28,5,3,45.6
5448,2025-02-01,2,5,11,5,47.5
5448,2025-03-01,5,27,9,2,67.9
5448,2025-04-01,4,21,2,1,29.7
5448,2025-05-01,28,134,12,1,206.8
5448,2025-06-01,11,47,6,3,75.9
5448,2025-07-01,4,13,4,2,31.1
5448,2025-08-01,8,30,5,0,62.0
5448,2025-09-01,4,25,6,0,55.5
5448,2025-10-01,17,45,3,4,68.5
5448,2025-11-01,30,206,2,5,199.2
5448,2025-12-01,5,22,7,3,51.4
5449,2024-11-01,12,67,9,1,112.9
5449,2024-12-01,30,167,12,2,230.9
5449,2025-01-01,5,18,6,3,43.6
5449,2025-02-01,12,51,9,1,101.7
5449,2025-03-01,3,16,8,5,42.2
5449,2025-04-01,6,32,11,6,71.4
5449,2025-05-01,7,27,9,2,71.9
5449,2025-06-01,10,30,12,3,92.0
5449,2025-07-01,12,39,10,3,92.3
5449,2025-08-01,18,97,8,4,131.9
5449,2025-09-01,21,67,10,4,126.9
5449,2025-10-01,18,97,13,2,162.9
5449,2025-11-01,30,162,9,3,209.4
5449,2025-12-01,16,84,10,5,125.8
5450,2024-09-01,21,97,10,4,147.9
5450,2024-10-01,22,107,14,3,179.9
5450,2024-11-01,22,56,13,3,139.2
5450,2024-12-01,30,139,11,5,197.3
5450,2025-01-01,3,9,9,5,42.3
5450,2025-02-01,16,50,8,4,95.0
5450,2025-03-01,10,32,15,4,105.4
5450,2025-04-01,23,126,11,4,177.2
5450,2025-05-01,5,28,8,4,57.6
5450,2025-06-01,30,207,8,6,226.9
5450,2025-07-01,22,105,14,9,160.5
5450,2025-08-01,26,108,5,3,143.6
5450,2025-09-01,18,72,8,6,108.4
5450,2025-10-01,16,90,5,4,108.0
5450,2025-11-01,21,77,15,5,155.9
5450,2025-12-01,6,18,13,5,74.6
5451,2025-01-01,9,31,13,1,101.7
5451,2025-02-01,8,27,9,2,73.9
5451,2025-03-01,7,38,8,2,74.6
5451,2025-04-01,12,34,9,4,80.8
5451,2025-05-01,2,12,9,3,48.4
5451,2025-06-01,29,98,8,2,160.6
5451,2025-07-01,12,33,7,4,70.1
5451,2025-08-01,11,50,6,4,75.0
5451,2025-09-01,10,48,6,5,68.6
5451,2025-10-01,19,74,7,0,124.8
5451,2025-11-01,13,45,7,4,80.5
5451,2025-12-01,13,51,8,3,92.7
5452,2025-04-01,3,20,3,2,29.0
5452,2025-05-01,8,40,7,3,70.0
5452,2025-06-01,30,127,5,2,167.9
5452,2025-07-01,12,61,8,1,103.7
5452,2025-08-01,3,11,16,0,93.7
5452,2025-09-01,5,25,11,2,76.5
5452,2025-10-01,16,52,9,1,110.4
5452,2025-11-01,5,23,13,1,88.1
5452,2025-12-01,11,48,5,1,77.6
5453,2025-11-01,6,32,10,2,78.4
5453,2025-12-01,13,54,4,2,77.8
5454,2025-08-01,29,115,8,1,175.5
5454,2025-09-01,15,77,4,3,94.9
5454,2025-10-01,12,36,7,4,72.2
5454,2025-11-01,20,83,9,3,134.1
5454,2025-12-01,30,149,10,3,205.3
5455,2024-06-01,15,62,8,5,98.4
5455,2024-07-01,20,93,7,7,119.1
5455,2024-08-01,8,35,10,1,87.5
5455,2024-09-01,27,93,8,6,141.1
5455,2024-10-01,21,89,17,5,174.3
5455,2024-11-01,18,80,12,1,149.0
5455,2024-12-01,18,64,9,6,107.8
5455,2025-01-01,9,28,13,2,96.6
5455,2025-02-01,6,18,8,2,58.6
5455,2025-03-01,19,51,14,4,131.7
5455,2025-04-01,14,74,8,3,110.8
5455,2025-05-01,4,15,10,3,59.5
5455,2025-06-01,30,107,7,5,154.9
5455,2025-07-01,7,24,11,5,70.8
5455,2025-08-01,30,171,12,5,224.7
5455,2025-09-01,4,21,10,3,63.7
5455,2025-10-01,21,53,12,6,121.1
5455,2025-11-01,5,23,12,5,71.1
5455,2025-12-01,8,35,13,4,93.5
5456,2025-12-01,5,27,7,1,60.9
5457,2024-12-01,26,141,11,7,184.7
5457,2025-01-01,30,104,13,4,185.8
5457,2025-02-01,10,28,9,2,78.6
5457,2025-03-01,8,40,9,6,71.0
5457,2025-04-01,13,41,12,9,87.7
5457,2025-05-01,30,101,14,6,182.7
5457,2025-06-01,12,47,13,8,97.9
5457,2025-07-01,6,29,14,6,84.3
5457,2025-08-01,18,61,12,10,108.7
5457,2025-09-01,7,30,16,1,112.0
5457,2025-10-01,12,32,20,1,143.4
5457,2025-11-01,16,63,9,3,112.1
5457,2025-12-01,18,44,11,6,103.8
5458,2024-11-01,4,18,1,4,13.6
5458,2024-12-01,30,123,6,1,173.1
5458,2025-01-01,7,30,5,4,48.0
5458,2025-02-01,11,47,2,1,61.9
5458,2025-03-01,14,52,5,1,86.4
5458,2025-04-01,14,75,4,2,94.5
5458,2025-05-01,14,65,9,0,118.5
5458,2025-06-01,24,108,8,1,160.6
5458,2025-07-01,30,116,6,2,165.2
5458,2025-08-01,16,78,7,5,106.6
5458,2025-09-01,4,19,5,1,43.3
5458,2025-10-01,2,10,7,1,43.0
5458,2025-11-01,18,62,7,1,111.4
5458,2025-12-01,26,135,7,4,169.5
5459,2024-01-01,8,35,5,3,56.5
5459,2024-02-01,1,3,3,1,16.1
5459,2024-03-01,4,10,4,2,29.0
5459,2024-04-01,23,111,3,3,129.7
5459,2024-05-01,10,37,6,5,60.9
5459,2024-06-01,4,24,3,2,33.8
5459,2024-07-01,9,38,6,2,68.6
5459,2024-08-01,27,141,3,1,164.7
5459,2024-09-01,9,28,10,0,87.6
5459,2024-10-01,19,101,5,1,130.7
5459,2024-11-01,1,5,6,3,26.5
5459,2024-12-01,30,93,3,0,140.1
5459,2025-01-01,30,127,6,1,175.9
5459,2025-02-01,8,44,14,2,110.8
5459,2025-03-01,14,43,9,1,100.1
5459,2025-04-01,14,41,1,2,55.7
5459,2025-05-01,5,19,9,0,68.3
5459,2025-06-01,21,111,8,0,159.7
5459,2025-07-01,26,121,7,4,159.7
5459,2025-08-01,7,23,8,2,64.1
5459,2025-09-01,14,66,8,2,108.2
5459,2025-10-01,15,53,5,3,83.1
5459,2025-11-01,30,149,5,4,177.3
5459,2025-12-01,19,66,6,0,114.2
5460,2025-05-01,30,100,6,2,154.0
5460,2025-06-01,4,18,6,0,50.6
5460,2025-07-01,28,96,5,1,145.2
5460,2025-08-01,9,28,7,5,57.6
5460,2025-09-01,23,84,5,1,126.8
